#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
1036575	10672	9049	115914	114511	-	-	GNA13	AIP	G13	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Two-hybrid	physical	Nakata A (2009)	PUBMED:19390533	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14344	A0A024R8M0	NP_006563|NP_001269354	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1056044	5979	9049	111911	114511	-	-	RET	AIP	CDHF12|CDHR16|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1|RET51	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	PCA	physical	Vargiolu M (2009)	PUBMED:19366855	9606	9606	Low Throughput	-	-	split ubiquitin system	-	BIOGRID	P07949	A0A024R7T2|Q9BTX6	NP_066124|NP_065681	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1056045	5979	9049	111911	114511	-	-	RET	AIP	CDHF12|CDHR16|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1|RET51	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Western	physical	Vargiolu M (2009)	PUBMED:19366855	9606	9606	Low Throughput	-	-	Figure 2A	-	BIOGRID	P07949	A0A024R7T2|Q9BTX6	NP_066124|NP_065681	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1056046	9049	5979	114511	111911	-	-	AIP	RET	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	CDHF12|CDHR16|HSCR1|MEN2A|MEN2B|MTC1|PTC|RET-ELE1|RET51	Affinity Capture-Western	physical	Vargiolu M (2009)	PUBMED:19366855	9606	9606	Low Throughput	-	-	Figure 2	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P07949	A0A024R7T2|Q9BTX6	NP_066124|NP_065681	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1056048	332	9049	106829	114511	-	-	BIRC5	AIP	API4|EPR-1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Western	physical	Vargiolu M (2009)	PUBMED:19366855	9606	9606	Low Throughput	-	-	Figure 4	-	BIOGRID	O15392	H3BLT4	NP_001159|NP_001012270|NP_001012271	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1175894	25989	9049	117470	114511	-	-	ULK3	AIP	-	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.872377301	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.872377301, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q6PHR2	B4DDG2|B4DFT0	NP_001271293|NP_001092906|NP_001271294	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1183269	6997	9049	112856	114511	-	-	TDGF1	AIP	CR|CRGF|CRIPTO	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.898355064	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.898355064, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	P13385	F5H1T8	NP_003203|NP_001167607	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1198871	1025	9049	107459	114511	RP11-228B15.5	-	CDK9	AIP	C-2k|CDC2L4|CTK1|PITALRE|TAK	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.927706181	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.927706181, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	P50750	A0A024R880	NP_001252	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1258358	5550	9049	111541	114511	RP3-355L5.1	-	PREP	AIP	PE|PEP	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.198906039	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	P48147	B2RAH7	NP_002717	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1267084	9049	5464	114511	111460	-	RP11-367H5.1	AIP	PPA1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	HEL-S-66p|IOPPP|PP|PP1|SID6-8061	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.103196376	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q15181	V9HWB5	NP_066952	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1267093	9049	27068	114511	117979	-	HSPC124	AIP	PPA2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	SID6-306	Co-fractionation	physical	Wan C (2015)	PUBMED:26344197	9606	9606	High Throughput	0.169104181	-	Fractionation was combined with mass spectrometry from five diverse animal species to predict co-complex protein interactions conserved across metazoa using an integrative computational scoring procedure along with an SVM approach. The significant data set of 16655 PPI, was derived from a set of more than 1M interactions by examining a ROC curve of predicted interactions against reference annotated complexes at a 67.5% cumulative precision.	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q9H2U2	-	NP_789842|NP_789843|NP_008834|NP_789845	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1416774	196	9049	106699	114511	-	-	AHR	AIP	bHLHe76	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Western	physical	Berg P (2002)	PUBMED:12065584	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P35869	A0A024R9Z8	NP_001612	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1417249	3320	9049	109552	114511	-	-	HSP90AA1	AIP	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Reconstituted Complex	physical	Kazlauskas A (2000)	PUBMED:11013261	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1417250	196	9049	106699	114511	-	-	AHR	AIP	bHLHe76	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Reconstituted Complex	physical	Kazlauskas A (2000)	PUBMED:11013261	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P35869	A0A024R9Z8	NP_001612	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1417251	10728	9049	115952	114511	-	-	PTGES3	AIP	P23|TEBP|cPGES	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Reconstituted Complex	physical	Kazlauskas A (2000)	PUBMED:11013261	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15185	A0A024RB32|A0A087WYT3	NP_006592|NP_001269534|NP_001269531|NP_001269530|NP_001269533|NP_001269532	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1430149	8481	9049	114055	114511	-	-	OFD1	AIP	71-7A|CXorf5|JBTS10|RP23|SGBS2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O75665	A6NF31|E9KL37|A8K2T9	NP_003602|NP_001317139|NP_001317138	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1430554	54903	9049	120249	114511	-	-	MKS1	AIP	BBS13|MES|MKS|POC12	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q9NXB0	-	NP_001317326|NP_001308197|NP_001308198|NP_001159399|NP_060247	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1433078	261734	9049	129286	114511	RP11-33M12.1	-	NPHP4	AIP	POC10|SLSN4	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O75161	B3KW36	NP_055917|NP_001278522|NP_001278523	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1434000	284086	9049	129755	114511	-	-	NEK8	AIP	JCK|NEK12A|NPHP9|RHPD2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Proximity Label-MS	physical	Gupta GD (2015)	PUBMED:26638075	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	Q86SG6	-	NP_835464	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2214404	26469	9049	117693	114511	-	-	PTPN18	AIP	BDP1|PTP-HSCF	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	St-Denis N (2016)	PUBMED:27880917	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q99952	-	NP_055184|NP_001135842	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2214937	23239	9049	116843	114511	-	-	PHLPP1	AIP	PHLPP|PLEKHE1|SCOP	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Proximity Label-MS	physical	St-Denis N (2016)	PUBMED:27880917	9606	9606	High Throughput	-	-	BioID	-	BIOGRID	O60346	-	NP_919431	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2215526	80824	9049	123321	114511	-	-	DUSP16	AIP	MKP-7|MKP7	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	Q9BY84	A0A024RAR2	NP_085143	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2215621	1844	9049	108177	114511	-	-	DUSP2	AIP	PAC-1|PAC1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	Q05923	-	NP_004409	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2248414	6997	9049	112856	114511	-	-	TDGF1	AIP	CR|CRGF|CRIPTO	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.966939174	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.966939174, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P13385	F5H1T8	NP_003203|NP_001167607	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2248928	391004	9049	133764	114511	RP11-133N1.1	-	PRAMEF17	AIP	-	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.964608734	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.964608734, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q5VTA0	-	NP_001093321	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2249040	1025	9049	107459	114511	RP11-228B15.5	-	CDK9	AIP	C-2k|CDC2L4|CTK1|PITALRE|TAK	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.96410285	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.96410285, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P50750	A0A024R880	NP_001252	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2253470	343071	9049	131229	114511	RP5-845O24.7	-	PRAMEF10	AIP	-	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.940340853	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.940340853, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	-	-	NP_001034450	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2264200	90060	9049	124658	114511	JM11	-	CCDC120	AIP	-	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.849377209	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.849377209, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q96HB5	A8K5Q5|B4DF24	NP_296375|NP_001156794|NP_001156795|NP_001258764|NP_001156793|NP_001258765	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2267092	129807	9049	126209	114511	LP5125	-	NEU4	AIP	-	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.817808211	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.817808211, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q8WWR8	B3KR54|Q3KR05	NP_001161071|NP_001161073|NP_001161072|NP_001161074|NP_542779	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2271176	7525	9049	113357	114511	-	-	YES1	AIP	HsT441|P61-YES|Yes|c-yes	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.770363656	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.770363656, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P07947	-	NP_005424	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2272721	25989	9049	117470	114511	-	-	ULK3	AIP	-	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.750682944	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.750682944, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	Q6PHR2	B4DDG2|B4DFT0	NP_001271293|NP_001092906|NP_001271294	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2296095	5770	9049	111736	114511	-	-	PTPN1	AIP	PTP1B	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Li X (2016)	PUBMED:27432908	9606	9606	High Throughput	-	-	high-confidence candidate interacting protein	-	BIOGRID	P18031	A8K3M3|B4DSN5	NP_002818|NP_001265547	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2463586	55662	9049	120794	114511	-	-	HIF1AN	AIP	FIH1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Rodriguez J (2016)	PUBMED:26972000	9606	9606	High Throughput	-	-	Source of HIF1AN not clear	-	BIOGRID	Q9NWT6	-	NP_060372	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2465100	112399	9049	125185	114511	-	-	EGLN3	AIP	HIFP4H3|HIFPH3|PHD3	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Rodriguez J (2016)	PUBMED:26972000	9606	9606	High Throughput	-	-	Source of EGLN3 not clear	-	BIOGRID	Q9H6Z9	F8W1G2	NP_001295032|NP_071356	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2530941	9401	9049	114798	114511	-	-	RECQL4	AIP	RECQ4	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Lu H (2017)	PUBMED:29229926	9606	9606	High Throughput	-	-	-	-	BIOGRID	O94761	-	NP_004251	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2563076	7415	9049	113258	114511	-	-	VCP	AIP	ALS14|HEL-220|HEL-S-70|IBMPFD|IBMPFD1|TERA|p97	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Proximity Label-MS	physical	Zuzow N (2018)	PUBMED:29540532	9606	9606	High Throughput	-	-	The 'hit' protein was identified as a mass spectrometry-identified VCP-interactor in a BioID-based proximity labeling experiment but not in an APEX2-based proximity labeling experiment or in a FLAG tag immunoprecipitation.	-	BIOGRID	P55072	Q96IF9|V9HW80	NP_009057|NP_001341857|NP_001341856	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2620265	1781	9049	108119	114511	-	-	DYNC1I2	AIP	DNCI2|IC2	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Proximity Label-MS	physical	Redwine WB (2017)	PUBMED:28718761	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13409	B4DPZ3	NP_001258719|NP_001258716|NP_001258715|NP_001258714|NP_001258717|NP_001369|NP_001365385|NP_001365384|NP_001307811|NP_001258718|NP_001307813|NP_001307812	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2620296	1780	9049	108118	114511	-	-	DYNC1I1	AIP	DNCI1|DNCIC1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Proximity Label-MS	physical	Redwine WB (2017)	PUBMED:28718761	9606	9606	High Throughput	-	-	-	-	BIOGRID	O14576	A4D1I7|Q8N542	NP_004402|NP_001265351|NP_001265350|NP_001129028|NP_001129029	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2634560	9049	80204	114511	123173	-	UG063H01	AIP	FBXO11	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	FBX11|PRMT9|UBR6|VIT1	Affinity Capture-Western	physical	Sun D (2019)	PUBMED:31042473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q86XK2	-	NP_001361254|NP_079409|NP_001177203	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2634561	9049	604	114511	107076	-	-	AIP	BCL6	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	Affinity Capture-Western	physical	Sun D (2019)	PUBMED:31042473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P41182	B5B0A5	NP_001124317|NP_001697|NP_001128210	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2634562	9049	7345	114511	113192	-	-	AIP	UCHL1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	HEL-117|NDGOA|PARK5|PGP 9.5|PGP9.5|PGP95|Uch-L1	Affinity Capture-Western	physical	Sun D (2019)	PUBMED:31042473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P09936	V9HW74	NP_004172	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2634563	7345	9049	113192	114511	-	-	UCHL1	AIP	HEL-117|NDGOA|PARK5|PGP 9.5|PGP9.5|PGP95|Uch-L1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-Western	physical	Sun D (2019)	PUBMED:31042473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P09936	V9HW74	NP_004172	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2634566	9049	604	114511	107076	-	-	AIP	BCL6	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	BCL5|BCL6A|LAZ3|ZBTB27|ZNF51	Co-localization	physical	Sun D (2019)	PUBMED:31042473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P41182	B5B0A5	NP_001124317|NP_001697|NP_001128210	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2634567	9049	7345	114511	113192	-	-	AIP	UCHL1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	HEL-117|NDGOA|PARK5|PGP 9.5|PGP9.5|PGP95|Uch-L1	Co-localization	physical	Sun D (2019)	PUBMED:31042473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P09936	V9HW74	NP_004172	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2634568	9049	80204	114511	123173	-	UG063H01	AIP	FBXO11	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	FBX11|PRMT9|UBR6|VIT1	Co-localization	physical	Sun D (2019)	PUBMED:31042473	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	Q86XK2	-	NP_001361254|NP_079409|NP_001177203	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2641951	7957	9049	113679	114511	RP1-28C20.2	-	EPM2A	AIP	EPM2|MELF	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	Affinity Capture-MS	physical	Kumar P (2017)	PUBMED:28675297	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95278	-	NP_001018051|NP_005661	O00170	-	NP_001289889|NP_001289888|NP_003968	-	-	-	-	-	-	Homo sapiens	Homo sapiens
